Product ID,Process temperature [K],Tool wear [min],Target
L48342,307.8,202,1
L48343,307.9,204,0
L48344,308.1,206,0
L48345,308.1,208,0
M16026,308.1,210,0
L48347,308.1,213,1
L48348,308.1,215,0
L48349,308.1,217,0
M16030,308.1,219,0
H30585,308.1,222,0
L48352,308.1,227,0
H30587,308.0,229,0
M16034,308.1,0,0
M16035,308.3,3,0
M16036,308.3,6,0
M16037,308.3,9,0
L48358,308.5,12,0
L48359,308.4,14,0
H30594,308.4,16,0
L48361,308.3,21,0
L48362,308.3,23,0
L48363,308.4,25,0
L48364,308.5,27,0
L48365,308.4,29,0
L48366,308.4,31,0
M16047,308.6,33,0
L48368,308.4,36,0
M16049,308.3,38,0
L48370,308.4,41,0
M16051,308.3,43,0
M16052,308.3,46,0
L48373,308.2,49,0
M16054,308.1,51,0
M16055,308.0,54,0
M16056,307.9,57,0
M16057,307.9,60,0
H30612,307.9,63,0
M16059,307.9,68,0
M16060,308.0,71,0
L48381,308.0,74,0
M16062,308.1,76,0
H30617,308.1,79,0
L48384,308.0,84,0
L48385,308.0,86,0
H30620,308.0,88,0
M16067,308.1,93,0
L48388,308.1,96,0
H30623,308.1,98,0
L48390,308.1,103,0
H30625,308.0,105,0
L48392,307.9,110,0
M16073,307.8,112,0
M16074,307.8,115,0
L48395,307.9,118,0
L48396,308.0,120,0
L48397,308.1,122,0
M16078,308.2,124,0
M16079,308.1,127,0
L48400,308.2,130,0
M16081,308.3,132,0
L48402,308.3,135,0
L48403,308.3,137,0
L48404,308.3,139,0
H30639,308.3,141,0
L48406,308.4,146,0
L48407,308.4,148,0
M16088,308.4,150,0
L48409,308.4,153,0
M16090,308.4,155,0
M16091,308.5,158,0
L48412,308.6,161,0
M16093,308.5,163,0
H30648,308.5,166,0
H30649,308.4,171,0
H30650,308.4,176,0
M16097,308.4,181,0
M16098,308.4,184,0
H30653,308.5,187,0
L48420,308.6,192,0
M16101,308.5,194,0
L48422,308.4,197,0
M16103,308.4,199,0
L48424,308.4,202,0
M16105,308.4,204,0
H30660,308.5,207,0
L48427,308.5,212,0
L48428,308.6,214,0
L48429,308.7,216,0
L48430,308.7,218,0
M16111,308.8,220,0
L48432,308.8,223,0
L48433,308.8,0,0
H30668,308.8,2,0
H30669,308.9,7,0
M16116,308.9,12,0
L48437,308.9,15,0
L48438,308.9,17,0
M16119,308.9,19,0
L48440,309.0,22,0
H30675,309.0,24,0
H30676,309.2,29,0
L48443,309.2,34,0
M16124,309.3,36,0
L48445,309.4,39,0
L48446,309.6,41,0
M16127,309.6,43,0
L48448,309.5,46,0
L48449,309.5,48,0
M16130,309.4,50,0
H30685,309.4,53,0
H30686,309.4,58,0
L48453,309.4,63,0
H30688,309.5,65,0
M16135,309.4,70,0
M16136,309.4,73,0
M16137,309.4,76,0
L48458,309.4,79,0
M16139,309.6,81,0
H30694,309.5,84,0
H30695,309.5,89,0
L48462,309.4,94,0
L48463,309.4,96,0
L48464,309.5,98,1
M16145,309.6,100,0
L48466,309.6,103,0
L48467,309.6,105,0
M16148,309.6,107,0
M16149,309.7,110,0
L48470,309.7,113,0
M16151,309.7,115,0
M16152,309.7,118,0
H30707,309.8,121,0
L48474,309.9,126,0
L48475,309.8,128,0
L48476,309.9,130,0
L48477,309.9,132,0
M16158,309.8,134,0
M16159,309.9,137,0
L48480,309.8,140,0
L48481,309.9,142,0
L48482,309.8,144,0
L48483,309.9,146,0
L48484,310.0,148,0
L48485,310.0,150,0
L48486,310.0,152,0
L48487,310.0,154,0
L48488,310.1,156,0
L48489,310.2,158,0
L48490,310.2,160,0
L48491,310.1,162,0
L48492,310.1,164,0
L48493,310.2,166,0
M16174,310.3,168,0
L48495,310.3,171,0
L48496,310.3,173,0
L48497,310.3,175,0
M16178,310.3,177,0
L48499,310.3,180,0
M16180,310.3,182,0
L48501,310.2,185,0
H30736,310.1,187,0
L48503,310.1,192,0
M16184,310.1,194,1
H30739,310.1,197,0
L48506,310.2,202,0
L48507,310.2,204,0
M16188,310.1,206,0
H30743,310.2,209,0
L48510,310.2,214,0
H30745,310.2,216,0
L48512,310.3,221,0
M16193,310.3,223,0
L48514,310.4,226,1
L48515,310.4,228,1
L48516,310.3,230,0
H30751,310.2,0,0
L48518,310.1,5,0
M16199,310.2,7,0
L48520,310.2,10,0
M16201,310.2,12,0
M16202,310.1,15,0
L48523,310.2,18,0
L48524,310.1,20,0
L48525,310.0,22,0
L48526,310.1,24,0
L48527,310.2,26,0
L48528,310.2,28,0
L48529,310.2,30,0
L48530,310.2,32,0
L48531,310.2,34,0
M16212,310.2,36,0
M16213,310.1,39,0
L48534,310.0,42,0
M16215,310.0,44,0
L48536,309.9,47,0
L48537,309.9,49,0
M16218,310.1,51,0
L48539,310.2,54,0
H30774,310.2,56,0
M16221,310.1,61,0
L48542,310.0,64,0
L48543,310.1,66,0
L48544,310.2,68,0
L48545,310.1,70,0
M16226,310.1,72,0
M16227,310.2,75,0
H30782,310.3,78,0
M16229,310.3,83,0
L48550,310.3,86,0
M16231,310.3,88,0
M16232,310.3,91,0
M16233,310.3,94,0
L48554,310.3,97,0
M16235,310.3,99,0
M16236,310.2,102,0
L48557,310.2,105,0
H30792,310.2,107,0
L48559,310.1,112,0
L48560,310.1,114,0
M16241,310.2,116,0
L48562,310.1,119,0
M16243,310.2,121,0
L48564,310.3,124,0
M16245,310.2,126,0
L48566,310.2,129,0
L48567,310.1,131,0
H30802,310.1,133,0
L48569,310.2,138,0
L48570,310.2,140,0
L48571,310.2,142,1
M16252,310.3,144,0
L48573,310.4,147,0
L48574,310.4,149,0
L48575,310.4,151,0
L48576,310.3,153,0
L48577,310.2,155,0
L48578,310.3,157,0
L48579,310.2,159,0
H30814,310.1,161,0
H30815,310.2,166,0
M16262,310.1,171,0
L48583,310.2,174,0
M16264,310.1,176,0
L48585,310.1,179,0
L48586,310.1,181,0
L48587,310.0,183,0
L48588,310.0,185,0
L48589,310.1,187,0
M16270,310.1,189,0
L48591,310.1,192,0
M16272,309.9,194,0
M16273,309.8,197,0
M16274,309.8,200,0
L48595,309.9,203,0
M16276,309.9,205,0
L48597,309.9,208,0
L48598,309.9,210,0
L48599,309.8,212,1
M16280,309.9,214,0
L48601,309.8,217,0
L48602,309.8,0,0
L48603,309.8,2,0
L48604,309.7,4,0
L48605,309.7,6,0
M16286,309.7,8,0
L48607,309.8,11,0
L48608,309.9,13,0
M16289,310.0,15,0
L48610,310.0,18,0
M16291,309.9,20,0
L48612,309.8,23,0
L48613,309.8,25,0
M16294,309.8,27,0
H30849,309.9,30,0
H30850,309.8,35,0
H30851,309.9,40,1
L48618,309.9,45,0
M16299,309.8,47,0
M16300,309.9,50,0
L48621,309.9,53,0
M16302,310.0,55,0
L48623,310.1,58,0
L48624,310.2,60,0
L48625,310.1,62,0
M16306,310.2,64,0
M16307,310.3,67,0
M16308,310.3,70,0
H30863,310.4,73,0
M16310,310.3,78,0
L48631,310.4,81,0
L48632,310.3,83,0
L48633,310.4,85,0
L48634,310.4,87,0
L48635,310.4,89,0
L48636,310.3,91,0
L48637,310.3,93,0
L48638,310.3,95,0
L48639,310.3,97,0
L48640,310.3,99,0
L48641,310.2,101,0
L48642,310.2,103,0
L48643,310.1,105,0
L48644,310.0,107,0
L48645,309.8,109,0
L48646,309.8,111,0
L48647,309.8,113,0
M16328,309.8,115,0
L48649,309.8,118,0
L48650,309.7,120,0
L48651,309.6,122,0
M16332,309.6,124,0
M16333,309.5,127,0
M16334,309.5,130,0
M16335,309.5,133,0
L48656,309.5,136,0
L48657,309.4,138,0
L48658,309.4,140,0
L48659,309.3,142,0
M16340,309.3,144,0
M16341,309.2,147,0
M16342,309.1,150,0
L48663,308.9,153,0
M16344,309.0,155,0
M16345,309.0,158,0
M16346,309.2,161,0
L48667,309.1,164,0
L48668,309.1,166,0
M16349,309.0,168,0
L48670,309.0,171,0
M16351,308.9,173,0
M16352,308.7,176,1
L48673,308.8,179,0
M16354,308.7,181,0
H30909,308.5,184,0
L48676,308.7,189,1
L48677,308.7,191,0
L48678,308.8,193,0
M16359,308.8,195,0
M16360,308.7,198,0
M16361,308.7,201,0
L48682,308.7,204,0
L48683,308.7,206,0
L48684,308.7,208,0
L48685,308.7,210,0
L48686,308.8,212,0
M16367,308.6,214,0
M16368,308.6,217,0
L48689,308.5,220,1
M16370,308.7,0,0
L48691,308.7,3,0
H30926,308.7,5,0
L48693,308.7,10,0
M16374,308.8,12,0
M16375,308.9,15,0
L48696,308.9,18,0
M16377,308.9,20,0
H30932,309.0,23,0
M16379,308.9,28,0
L48700,309.1,31,0
M16381,308.9,33,0
H30936,309.0,36,0
L48703,309.0,41,0
L48704,309.0,43,0
L48705,309.0,45,0
L48706,309.0,47,0
H30941,309.1,49,0
L48708,309.0,54,0
L48709,309.0,56,0
L48710,309.0,58,0
H30945,309.0,60,0
M16392,308.9,65,0
M16393,308.9,68,0
L48714,308.8,71,0
L48715,308.8,73,0
M16396,308.9,75,0
M16397,309.1,78,0
L48718,309.1,81,0
M16399,309.2,83,0
M16400,309.1,86,0
L48721,309.0,89,0
L48722,308.9,91,0
L48723,308.9,93,0
L48724,309.0,95,0
M16405,309.0,97,0
L48726,308.9,100,0
L48727,308.9,102,0
M16408,308.8,104,0
L48729,308.9,107,0
L48730,308.9,109,0
L48731,308.8,111,0
L48732,308.9,113,0
L48733,308.8,115,0
M16414,308.7,117,0
L48735,308.6,120,0
H30970,308.5,122,0
L48737,308.4,127,0
M16418,308.3,129,0
L48739,308.3,132,0
M16420,308.4,134,0
L48741,308.4,137,0
L48742,308.3,139,0
L48743,308.3,141,0
M16424,308.2,143,0
L48745,308.2,146,0
M16426,308.1,148,0
L48747,308.2,151,0
L48748,308.2,153,0
M16429,308.2,155,0
L48750,308.4,158,0
L48751,308.4,160,0
L48752,308.3,162,0
L48753,308.2,164,0
L48754,308.2,166,0
L48755,308.3,168,0
L48756,308.4,170,0
L48757,308.4,172,0
L48758,308.4,174,0
L48759,308.3,176,0
M16440,308.4,178,0
M16441,308.3,181,0
H30996,308.3,184,0
L48763,308.4,189,1
M16444,308.3,191,0
L48765,308.3,194,0
M16446,308.4,196,0
M16447,308.3,199,0
L48768,308.3,202,0
M16449,308.3,204,0
L48770,308.4,207,0
L48771,308.4,209,0
L48772,308.4,211,0
L48773,308.3,213,0
M16454,308.2,215,0
L48775,308.2,218,1
L48776,308.1,0,0
L48777,308.1,2,0
L48778,308.0,4,0
L48779,308.0,6,0
M16460,307.8,8,0
L48781,307.8,11,0
H31016,307.9,13,0
M16463,307.8,18,0
L48784,307.8,21,0
L48785,307.8,23,0
L48786,307.7,25,0
L48787,307.8,27,0
L48788,307.7,29,0
L48789,307.7,31,0
L48790,307.8,33,0
M16471,307.9,35,0
M16472,307.9,38,0
L48793,308.0,41,0
M16474,307.9,43,0
L48795,307.9,46,0
H31030,307.8,48,0
L48797,307.8,53,0
L48798,307.8,55,0
L48799,307.7,57,0
L48800,307.7,59,0
L48801,307.6,61,0
H31036,307.6,63,0
L48803,307.6,68,0
M16484,307.8,70,0
L48805,307.8,73,0
M16486,307.8,75,0
L48807,307.8,78,0
L48808,307.8,80,0
M16489,307.9,82,0
L48810,307.9,85,0
L48811,308.0,87,0
L48812,307.9,89,0
L48813,307.9,91,0
H31048,307.9,93,0
L48815,307.8,98,0
L48816,307.8,100,0
L48817,307.8,102,0
L48818,307.8,104,0
M16499,307.8,106,0
L48820,307.8,109,0
M16501,308.0,111,0
H31056,307.8,114,0
L48823,307.8,119,0
L48824,307.8,121,0
L48825,307.8,123,0
M16506,307.7,125,0
L48827,307.8,128,0
L48828,307.8,130,0
H31063,307.9,132,0
M16510,307.9,137,0
L48831,307.8,140,0
H31066,307.8,142,0
L48833,307.8,147,0
L48834,308.1,149,0
M16515,308.0,151,0
L48836,308.1,154,0
M16517,308.0,156,0
H31072,308.0,159,0
L48839,308.0,164,0
L48840,308.0,166,0
M16521,308.0,168,0
H31076,307.9,171,0
M16523,307.9,176,0
L48844,308.0,179,0
H31079,307.9,181,0
L48846,307.9,186,0
L48847,307.9,188,0
L48848,307.9,190,0
L48849,307.9,192,0
L48850,307.8,194,0
L48851,307.9,196,0
L48852,307.8,198,0
M16533,307.8,200,0
L48854,307.8,203,0
L48855,307.7,205,0
H31090,307.6,207,0
M16537,307.5,212,0
L48858,307.5,215,0
L48859,307.5,217,0
M16540,307.4,219,0
M16541,307.3,222,0
H31096,307.4,225,1
M16543,307.4,0,0
L48864,307.3,3,0
L48865,307.3,5,0
H31100,307.3,7,0
L48867,307.3,12,0
L48868,307.4,14,0
L48869,307.5,16,0
M16550,307.4,18,0
L48871,307.5,21,0
M16552,307.6,23,0
H31107,307.5,26,0
L48874,307.5,31,0
L48875,307.6,33,0
L48876,307.6,35,0
M16557,307.6,37,0
L48878,307.6,40,0
L48879,307.7,42,0
M16560,307.6,44,0
L48881,307.7,47,0
L48882,307.7,49,0
M16563,307.8,51,0
M16564,307.8,54,0
M16565,307.8,57,0
L48886,307.8,60,0
L48887,307.8,62,0
L48888,307.8,64,0
L48889,307.8,66,0
L48890,307.8,68,0
L48891,307.8,70,0
L48892,307.9,72,0
L48893,307.8,74,0
L48894,307.8,76,0
L48895,307.8,78,0
L48896,307.7,80,0
L48897,307.6,82,0
M16578,307.7,84,0
L48899,307.7,87,0
L48900,307.7,89,0
L48901,307.7,91,0
M16582,307.7,93,0
L48903,307.8,96,0
M16584,307.8,98,0
M16585,307.8,101,0
L48906,307.8,104,0
M16587,307.7,106,0
L48908,307.7,109,0
M16589,307.7,111,0
M16590,307.8,114,0
M16591,307.9,117,0
H31146,307.9,120,0
L48913,308.0,125,0
M16594,308.1,127,0
L48915,308.0,130,0
L48916,307.9,132,0
L48917,307.9,134,0
H31152,307.9,136,0
H31153,307.9,141,0
M16600,307.9,146,0
M16601,308.0,149,0
L48922,308.0,152,0
M16603,308.0,154,0
M16604,308.0,157,0
L48925,308.0,160,0
L48926,308.0,162,0
L48927,307.9,164,0
H31162,307.7,166,0
L48929,307.7,171,0
M16610,307.8,173,0
L48931,307.6,176,0
L48932,307.6,178,0
L48933,307.5,180,0
M16614,307.4,182,0
L48935,307.3,185,0
M16616,307.4,187,0
M16617,307.4,190,0
L48938,307.4,193,0
H31173,307.4,195,0
L48940,307.5,200,0
L48941,307.6,202,0
H31176,307.6,204,0
L48943,307.6,209,1
H31178,307.6,0,0
L48945,307.6,5,0
M16626,307.7,7,0
M16627,307.7,10,0
M16628,307.8,13,0
L48949,307.9,16,0
H31184,307.9,18,0
L48951,307.9,23,0
L48952,308.0,25,0
L48953,308.0,27,0
M16634,308.0,29,0
L48955,308.0,32,0
L48956,308.1,34,0
H31191,308.2,36,0
L48958,308.2,41,0
M16639,308.2,43,0
L48960,308.2,46,0
L48961,308.1,48,0
L48962,308.0,50,0
H31197,308.0,52,0
L48964,308.0,57,1
L48965,308.0,59,0
L48966,308.2,61,0
L48967,308.2,63,0
L48968,308.0,65,0
L48969,307.9,67,1
L48970,307.9,69,0
L48971,307.8,71,0
M16652,307.7,73,0
L48973,307.8,76,0
M16654,307.8,78,0
M16655,307.7,81,0
H31210,307.6,84,0
M16657,307.6,89,0
M16658,307.5,92,0
M16659,307.5,95,0
M16660,307.5,98,0
M16661,307.5,101,0
H31216,307.6,104,0
L48983,307.7,109,0
L48984,307.7,111,0
H31219,307.7,113,0
H31220,307.6,118,0
L48987,307.6,123,0
L48988,307.7,125,1
L48989,307.7,127,0
L48990,307.6,129,0
M16671,307.8,131,0
L48992,307.8,134,0
L48993,307.7,136,0
L48994,307.7,138,0
M16675,307.6,140,0
L48996,307.6,143,0
L48997,307.7,145,0
M16678,307.7,147,0
M16679,307.6,150,0
L49000,307.5,153,0
L49001,307.6,155,0
L49002,307.6,157,0
L49003,307.7,159,0
L49004,307.5,161,0
M16685,307.5,163,0
H31240,307.3,166,0
M16687,307.3,171,0
L49008,307.2,174,0
L49009,307.2,176,0
L49010,307.3,178,0
M16691,307.3,180,0
M16692,307.4,183,0
L49013,307.3,186,1
L49014,307.2,188,0
H31249,307.3,190,0
L49016,307.2,195,0
L49017,307.2,197,0
M16698,307.2,199,0
L49019,307.1,0,0
M16700,307.2,2,0
L49021,307.2,5,0
H31256,307.1,7,0
L49023,307.1,12,0
M16704,307.1,14,0
L49025,307.2,17,0
H31260,307.3,19,0
L49027,307.3,24,0
H31262,307.2,26,0
L49029,307.2,31,0
M16710,307.2,33,0
M16711,307.3,36,0
M16712,307.1,39,0
L49033,307.2,42,0
M16714,307.2,44,0
H31269,307.3,47,0
M16716,307.4,52,0
L49037,307.4,55,0
M16718,307.4,57,0
L49039,307.4,60,0
L49040,307.6,62,0
M16721,307.6,64,0
L49042,307.7,67,0
M16723,307.7,69,0
L49044,307.7,72,0
L49045,307.7,74,0
M16726,307.9,76,0
L49047,307.9,79,0
L49048,308.0,81,0
M16729,308.1,83,0
L49050,308.0,86,0
L49051,308.1,88,0
L49052,308.1,90,0
L49053,308.1,92,0
L49054,308.1,94,0
L49055,308.0,96,0
L49056,308.0,98,0
M16737,307.8,100,0
M16738,307.7,103,0
M16739,307.7,106,0
L49060,307.7,109,0
L49061,307.6,111,0
M16742,307.6,113,0
M16743,307.6,116,0
M16744,307.6,119,0
L49065,307.6,122,0
L49066,307.6,124,0
M16747,307.5,126,0
M16748,307.4,129,0
H31303,307.4,132,0
L49070,307.4,137,0
L49071,307.4,139,0
M16752,307.4,141,0
L49073,307.5,144,0
H31308,307.5,146,0
L49075,307.6,151,0
L49076,307.5,153,0
L49077,307.4,155,0
L49078,307.5,157,0
L49079,307.5,159,0
H31314,307.6,161,0
M16761,307.6,166,0
L49082,307.6,169,0
L49083,307.6,171,0
M16764,307.6,173,0
L49085,307.6,176,0
L49086,307.6,178,0
L49087,307.6,180,0
L49088,307.6,182,0
L49089,307.7,184,0
H31324,307.7,186,0
M16771,307.8,191,0
M16772,307.7,194,0
M16773,307.8,197,0
L49094,307.7,200,0
L49095,307.7,202,0
L49096,307.7,204,0
M16777,307.9,206,0
M16778,307.9,0,0
L49099,308.0,3,0
L49100,307.9,5,0
L49101,307.9,7,0
L49102,307.8,9,0
L49103,307.7,11,0
L49104,307.7,13,0
L49105,307.7,15,0
L49106,307.7,17,0
H31341,307.8,19,0
L49108,307.8,24,0
M16789,307.8,26,0
M16790,307.9,29,0
M16791,308.0,32,0
M16792,308.0,35,0
L49113,308.0,38,0
L49114,307.9,40,0
M16795,307.9,42,0
M16796,308.0,45,0
L49117,308.0,48,0
L49118,307.9,50,0
M16799,307.9,52,0
L49120,307.9,55,0
L49121,307.9,57,0
L49122,308.0,59,0
L49123,308.0,61,0
L49124,308.1,63,0
L49125,308.1,65,0
L49126,308.1,67,0
L49127,308.1,69,0
L49128,308.1,71,0
M16809,308.0,73,0
M16810,307.9,76,0
L49131,307.8,79,0
L49132,307.8,81,0
L49133,307.7,83,0
L49134,307.8,85,0
L49135,307.7,87,0
M16816,307.7,89,0
H31371,307.7,92,0
H31372,307.7,97,0
M16819,307.6,102,0
L49140,307.6,105,0
L49141,307.5,107,0
L49142,307.5,109,0
L49143,307.5,111,0
M16824,307.5,113,0
L49145,307.5,116,0
L49146,307.6,118,0
L49147,307.6,120,0
L49148,307.6,122,0
H31383,307.5,124,0
M16830,307.6,129,0
L49151,307.6,132,0
L49152,307.6,134,0
L49153,307.6,136,0
L49154,307.6,138,0
L49155,307.7,140,0
M16836,307.7,142,0
M16837,307.7,145,0
L49158,307.7,148,0
H31393,307.6,150,0
M16840,307.6,155,0
L49161,307.6,158,0
M16842,307.7,160,0
M16843,307.6,163,0
M16844,307.5,166,0
L49165,307.7,169,0
L49166,307.6,171,0
M16847,307.8,173,0
H31402,307.9,176,0
L49169,307.9,181,0
L49170,307.8,183,0
M16851,307.8,185,0
L49172,307.8,188,0
M16853,308.0,190,0
M16854,307.9,193,0
L49175,308.0,196,0
M16856,308.0,198,1
L49177,308.1,0,0
H31412,308.0,2,0
L49179,308.0,7,0
L49180,308.1,9,0
L49181,308.2,11,0
L49182,308.2,13,0
M16863,308.2,15,0
L49184,308.2,18,0
L49185,308.3,20,0
M16866,308.3,22,0
L49187,308.4,25,0
L49188,308.3,27,0
M16869,308.3,29,0
L49190,308.3,32,0
L49191,308.5,34,0
L49192,308.4,36,0
L49193,308.4,38,0
L49194,308.4,40,0
L49195,308.2,42,1
L49196,308.3,44,0
L49197,308.5,46,0
L49198,308.5,48,0
M16879,308.5,50,0
H31434,308.4,53,0
L49201,308.5,58,0
L49202,308.4,60,0
L49203,308.5,62,0
M16884,308.6,64,0
L49205,308.5,67,0
M16886,308.5,69,0
L49207,308.4,72,0
M16888,308.3,74,0
L49209,308.5,77,0
L49210,308.6,79,0
L49211,308.6,81,0
L49212,308.5,83,0
H31447,308.5,85,0
M16894,308.5,90,0
M16895,308.6,93,0
L49216,308.7,96,0
H31451,308.7,98,0
L49218,308.8,103,0
M16899,308.9,105,0
L49220,308.9,108,0
L49221,308.9,110,0
M16902,308.9,112,0
M16903,309.0,115,0
L49224,309.1,118,0
M16905,309.1,120,0
L49226,309.1,123,0
L49227,309.2,125,0
L49228,309.2,127,0
M16909,309.2,129,0
M16910,309.3,132,0
M16911,309.2,135,0
L49232,309.3,138,0
L49233,309.3,140,0
M16914,309.4,142,0
L49235,309.4,145,0
L49236,309.3,147,0
L49237,309.3,149,0
M16918,309.3,151,0
H31473,309.4,154,0
L49240,309.5,159,0
L49241,309.6,161,0
M16922,309.6,163,0
L49243,309.6,166,0
L49244,309.5,168,0
L49245,309.6,170,0
L49246,309.6,172,0
L49247,309.6,174,0
M16928,309.6,176,0
H31483,309.6,179,0
L49250,309.5,184,0
M16931,309.6,186,0
L49252,309.5,189,0
L49253,309.4,191,0
L49254,309.4,193,0
L49255,309.4,195,1
L49256,309.3,197,0
L49257,309.4,199,0
M16938,309.3,201,0
M16939,309.3,204,0
L49260,309.2,207,0
M16941,309.3,209,0
H31496,309.2,212,0
H31497,309.3,0,0
L49264,309.3,5,0
L49265,309.3,7,0
H31500,309.3,9,0
L49267,309.3,14,0
L49268,309.4,16,0
L49269,309.3,18,0
L49270,309.2,20,0
L49271,309.2,22,0
L49272,309.2,24,0
L49273,309.2,26,0
L49274,309.3,28,0
L49275,309.3,30,0
M16956,309.4,32,0
M16957,309.4,35,0
L49278,309.3,38,0
L49279,309.3,40,0
M16960,309.3,42,0
L49281,309.3,45,0
L49282,309.3,47,0
M16963,309.1,49,0
M16964,309.1,52,0
L49285,309.1,55,0
L49286,309.1,57,0
M16967,309.1,59,0
H31522,309.0,62,0
M16969,309.0,67,0
H31524,309.0,70,0
L49291,309.0,75,0
L49292,309.1,77,0
L49293,309.1,79,0
H31528,309.1,81,0
L49295,309.0,86,0
M16976,309.0,88,0
H31531,308.9,91,0
H31532,308.9,96,0
M16979,308.9,101,0
H31534,308.8,104,0
M16981,308.8,109,0
M16982,308.8,112,0
L49303,309.0,115,0
L49304,308.9,117,0
L49305,308.9,119,1
L49306,309.0,121,0
H31541,309.0,123,0
L49308,309.0,128,0
H31543,309.0,130,0
L49310,309.0,135,0
L49311,309.1,137,0
L49312,309.0,139,0
H31547,309.0,141,0
L49314,309.0,146,0
L49315,309.0,148,0
L49316,308.9,150,0
L49317,308.9,152,0
L49318,309.0,154,0
L49319,309.0,156,0
L49320,309.0,158,0
M17001,308.9,160,0
L49322,308.9,163,0
M17003,308.8,165,0
L49324,308.9,168,0
L49325,308.8,170,0
L49326,308.8,172,0
L49327,308.9,174,0
L49328,308.9,176,0
L49329,309.0,178,0
H31564,308.8,180,0
M17011,308.7,185,0
M17012,308.8,188,0
H31567,308.8,191,0
M17014,308.9,196,0
L49335,308.8,199,0
M17016,308.9,201,0
M17017,309.0,204,0
M17018,309.0,207,0
M17019,309.0,210,0
L49340,309.0,213,0
L49341,309.1,215,0
L49342,309.1,217,0
L49343,309.2,219,0
L49344,309.2,221,0
L49345,309.1,223,0
M17026,309.2,225,1
H31581,309.1,0,0
M17028,309.1,5,0
L49349,309.1,8,0
M17030,309.1,10,0
L49351,309.1,13,0
L49352,309.2,15,0
M17033,309.2,17,0
L49354,309.2,20,0
M17035,309.2,22,0
M17036,309.3,25,0
M17037,309.2,28,0
L49358,309.2,31,0
L49359,309.2,33,0
H31594,309.2,35,0
H31595,309.1,40,0
M17042,309.2,45,0
M17043,309.3,48,0
L49364,309.4,51,0
L49365,309.4,53,0
L49366,309.4,55,0
M17047,309.4,57,0
L49368,309.3,60,0
H31603,309.2,62,0
M17050,309.1,67,0
L49371,309.0,70,0
L49372,309.0,72,0
M17053,308.9,74,0
M17054,308.9,77,0
L49375,308.9,80,0
M17056,308.9,82,0
L49377,309.0,85,0
M17058,308.9,87,0
M17059,309.1,90,0
L49380,309.1,93,0
L49381,309.0,95,0
M17062,309.2,97,0
L49383,309.0,100,0
M17064,309.1,102,0
L49385,309.2,105,0
L49386,309.2,107,0
L49387,309.2,109,0
H31622,309.2,111,0
L49389,309.3,116,0
L49390,309.2,118,0
M17071,309.0,120,0
L49392,309.1,123,0
L49393,309.1,125,0
H31628,309.2,127,0
H31629,309.2,132,0
L49396,309.2,137,0
L49397,309.1,139,0
L49398,309.1,141,0
M17079,309.1,143,0
M17080,309.0,146,0
L49401,309.0,149,0
L49402,309.0,151,0
L49403,309.0,153,0
M17084,309.0,155,0
M17085,309.0,158,0
M17086,308.9,161,0
L49407,308.8,164,0
H31642,308.6,166,0
L49409,308.7,171,0
L49410,308.7,173,0
L49411,308.6,175,0
L49412,308.6,177,0
L49413,308.7,179,1
L49414,308.6,181,0
M17095,308.6,183,0
M17096,308.5,186,0
L49417,308.6,189,0
L49418,308.6,191,0
L49419,308.6,193,0
L49420,308.5,195,0
L49421,308.4,197,0
L49422,308.4,199,0
L49423,308.4,201,0
M17104,308.4,203,1
M17105,308.4,0,0
L49426,308.4,3,0
M17107,308.4,5,0
M17108,308.5,8,0
L49429,308.5,11,0
M17110,308.4,13,0
H31665,308.3,16,0
H31666,308.3,21,0
L49433,308.4,26,0
L49434,308.3,28,0
L49435,308.3,30,0
L49436,308.3,32,0
L49437,308.3,34,0
L49438,308.2,36,0
L49439,308.3,38,0
H31674,308.3,40,0
M17121,308.2,45,0
L49442,308.3,48,0
M17123,308.4,50,0
M17124,308.4,53,0
M17125,308.4,56,0
L49446,308.5,59,0
L49447,308.5,61,0
L49448,308.5,63,0
L49449,308.6,65,0
L49450,308.6,67,0
L49451,308.5,69,0
M17132,308.6,71,0
L49453,308.5,74,0
L49454,308.6,76,0
L49455,308.6,78,0
L49456,308.7,80,0
H31691,308.7,82,0
M17138,308.7,87,0
L49459,308.7,90,0
L49460,308.8,92,0
L49461,308.7,94,0
L49462,308.7,96,0
L49463,308.5,98,0
L49464,308.5,100,0
L49465,308.7,102,0
M17146,308.7,104,0
L49467,308.6,107,0
M17148,308.6,109,0
L49469,308.7,112,0
M17150,308.7,114,0
M17151,308.8,117,0
L49472,308.9,120,0
L49473,308.9,122,0
L49474,308.8,124,0
L49475,308.7,126,0
L49476,308.7,128,0
L49477,308.7,130,0
L49478,308.6,132,0
L49479,308.7,134,1
L49480,308.6,136,0
M17161,308.6,138,0
L49482,308.5,141,0
L49483,308.5,143,0
L49484,308.5,145,0
H31719,308.5,147,0
L49486,308.6,152,0
H31721,308.5,154,0
L49488,308.5,159,0
L49489,308.6,161,0
M17170,308.4,163,0
M17171,308.6,166,0
M17172,308.6,169,0
M17173,308.8,172,0
L49494,308.9,175,0
L49495,308.9,177,0
L49496,308.8,179,0
L49497,308.8,181,0
L49498,308.8,183,0
M17179,308.8,185,0
H31734,308.8,188,0
M17181,308.8,193,0
L49502,308.7,196,0
M17183,308.7,198,0
L49504,308.8,201,0
L49505,308.8,203,0
